City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature,Wind Speed
Conakry,6,GN,1586659009,83,9.54,-13.68,80.08,5.82
Srednekolymsk,33,RU,1586659009,97,67.45,153.68,30.49,10.67
Sierra Vista,90,US,1586659010,65,31.55,-110.3,48.2,12.75
Winder,1,US,1586659010,54,33.99,-83.72,57.2,4.23
Tezu,37,IN,1586659010,18,27.92,96.17,89.89,3.04
Muros,90,ES,1586659011,93,42.78,-9.06,55.0,5.97
Ono,75,JP,1586659011,81,34.85,134.93,51.01,17.22
Bowen,0,AU,1586659011,41,-20.02,148.23,91.4,6.93
Novocheboksarsk,90,RU,1586659011,94,56.11,47.48,32.0,20.13
Redmond,1,US,1586658910,35,47.67,-122.12,55.99,9.17
Kirakira,94,SB,1586659012,72,-10.45,161.92,84.15,6.33
Rio Grande,0,BR,1586658738,95,-32.03,-52.1,54.0,7.58
Svobodnyy,0,RU,1586659012,40,51.4,128.13,54.37,8.75
Quatre Cocos,40,MU,1586658903,78,-20.21,57.76,79.0,14.99
Cavite City,75,PH,1586659013,62,14.48,120.92,89.6,8.05
Kharp,76,RU,1586659013,91,66.8,65.81,15.28,1.79
Pevek,6,RU,1586659013,92,69.7,170.31,11.39,13.89
Deputatsky,73,RU,1586659014,91,69.3,139.9,24.53,16.11
Oulainen,95,FI,1586659014,72,64.27,24.8,28.0,4.0
Yangi Marg`ilon,66,UZ,1586659014,66,40.43,71.72,53.6,4.7
Helena,90,US,1586659015,68,46.59,-112.04,24.8,17.22
Port Hedland,20,AU,1586659015,46,-20.32,118.57,91.4,11.41
Klyuchi,23,RU,1586659015,56,52.27,79.17,44.29,8.1
Leh,43,IN,1586659016,16,34.17,77.58,35.37,2.75
Innisfail,99,AU,1586659016,62,-17.53,146.03,82.76,5.88
Kaunas,20,LT,1586658944,64,54.9,23.9,33.8,4.7
Margate,17,GB,1586659016,100,51.38,1.39,55.99,4.7
Bumba,56,CD,1586659016,87,2.18,22.47,70.7,3.62
Nouakchott,0,MR,1586659017,46,18.09,-15.98,74.89,13.35
Ambilobe,0,MG,1586659017,82,-13.2,49.05,71.83,4.74
Inta,99,RU,1586659017,94,66.03,60.17,17.8,5.12
Dubbo,0,AU,1586659018,48,-32.25,148.62,62.6,5.82
Shache,52,CN,1586659018,14,38.42,77.24,67.3,5.26
Tolga,20,DZ,1586659018,77,34.72,5.38,59.0,4.7
Tessalit,0,ML,1586659018,14,20.2,1.01,77.38,4.32
San Javier,47,ES,1586659019,82,37.81,-0.84,60.8,13.87
Shenkursk,0,RU,1586659019,95,62.11,42.9,24.51,3.69
Tilichiki,0,RU,1586659019,90,60.47,166.1,17.67,4.72
Karlshus,93,NO,1586659019,93,59.35,10.87,42.01,11.41
Tazovsky,86,RU,1586659020,96,67.47,78.7,14.11,7.85
Tiarei,100,PF,1586658788,66,-17.53,-149.33,87.8,9.17
Acapulco de Juárez,40,MX,1586658952,83,16.86,-99.89,78.8,6.93
Segovia,94,ES,1586659021,87,41.17,-4.0,53.01,6.46
Praia,23,CV,1586659011,78,14.92,-23.51,73.4,9.17
Salalah,40,OM,1586659021,78,17.02,54.09,80.6,10.29
Nome,90,US,1586659021,92,64.5,-165.41,30.2,10.29
Nicolás Bravo,10,MX,1586659022,94,18.45,-88.92,72.41,2.91
Borba,100,BR,1586658957,97,-4.39,-59.59,73.35,1.88
Alekseyevsk,4,RU,1586659022,62,57.84,108.35,40.73,4.03
Khartoum,89,SD,1586658787,16,15.55,32.53,75.34,18.48
Bonthe,11,SL,1586659022,83,7.53,-12.51,80.33,3.56
Tūkrah,28,LY,1586659023,72,32.53,20.58,55.87,6.42
Pisco,90,PE,1586659023,78,-13.7,-76.22,73.99,4.7
Bredy,64,RU,1586658784,69,52.42,60.34,40.21,4.72
La Santisima Trinidad,39,BO,1586658749,66,-14.83,-64.9,70.54,0.94
Port Augusta,35,AU,1586659024,55,-32.5,137.77,64.0,9.17
Kasangulu,75,CD,1586659024,88,-4.59,15.17,75.2,1.59
Jalingo,57,NG,1586658985,50,8.88,11.37,78.42,1.14
Egvekinot,17,RU,1586658906,87,66.32,-179.17,19.51,0.4
Jardim,0,BR,1586659025,53,-21.48,-56.14,64.15,2.51
Atasū,100,KZ,1586659025,49,48.68,71.64,47.71,12.55
Coshocton,1,US,1586659025,52,40.27,-81.86,50.0,4.7
Pangkalanbuun,56,ID,1586659025,57,-2.68,111.62,90.63,2.13
Mingshui,0,CN,1586659025,35,36.72,117.5,64.0,1.01
Caucayá,26,CO,1586659026,91,-0.19,-74.78,73.4,1.45
Baykit,72,RU,1586659026,82,61.67,96.37,34.92,5.46
Meulaboh,56,ID,1586659026,72,4.14,96.13,84.94,1.88
Rāwatsār,52,IN,1586659026,27,29.28,74.38,86.14,4.0
College,75,US,1586659027,30,64.86,-147.8,44.6,1.45
Monroe,20,US,1586658982,55,43.15,-77.68,42.01,9.8
Nadym,100,RU,1586659027,94,65.53,72.52,20.05,6.58
Amos,75,CA,1586659027,47,48.57,-78.12,35.6,5.82
Vondrozo,100,MG,1586659027,88,-22.82,47.28,61.59,1.43
Galle,11,LK,1586659028,74,6.04,80.22,82.81,3.15
Goundam,45,ML,1586659028,23,16.41,-3.67,86.61,6.78
Ballitoville,0,ZA,1586659029,93,-29.54,31.21,72.0,2.24
Mozarlândia,11,BR,1586659029,76,-14.74,-50.57,73.62,0.94
Uruçuí,96,BR,1586659029,79,-7.23,-44.56,77.7,1.05
Dillon,1,US,1586659030,71,34.42,-79.37,57.99,3.36
Laguna,1,US,1586659030,72,38.42,-121.42,66.2,9.17
Okha,100,RU,1586659030,95,53.57,142.95,32.09,12.37
Sawang Daen Din,76,TH,1586659030,59,17.48,103.46,90.0,11.03
Erenhot,0,CN,1586659031,22,43.65,111.98,53.15,8.68
Kaniama,92,CD,1586659031,75,-7.57,24.18,66.49,3.8
Araouane,0,ML,1586659031,14,18.9,-3.53,80.01,1.86
Christchurch,94,NZ,1586659031,37,-43.53,172.63,71.6,16.11
Mirpur Sakro,3,PK,1586659032,60,24.55,67.63,73.4,11.56
Richards Bay,1,ZA,1586659032,86,-28.78,32.04,69.67,12.35
Minna,100,NG,1586659032,48,9.61,6.56,79.29,2.82
Beringovskiy,98,RU,1586659032,94,63.05,179.32,14.68,10.31
Dunmore Town,97,BS,1586659033,84,25.5,-76.65,75.2,18.32
‘Āhuimanu,75,US,1586658923,74,21.44,-157.84,82.4,16.11
Kologriv,100,RU,1586659033,91,58.83,44.32,27.45,8.97
Sandpoint,40,US,1586658994,41,48.28,-116.55,42.8,8.05
Shimoda,75,JP,1586658977,81,34.67,138.95,53.6,17.22
Camacha,75,PT,1586659034,72,33.08,-16.33,60.8,9.17
Maragogi,63,BR,1586659034,80,-9.01,-35.22,78.94,4.9
Souillac,40,MU,1586658900,78,-20.52,57.52,79.0,14.99
Yarim,2,YE,1586659036,47,14.3,44.38,55.29,2.15
Mpophomeni,0,ZA,1586659036,66,-29.57,30.19,72.0,4.97
Belaya Gora,100,RU,1586659036,98,68.53,146.42,30.79,6.91
São José do Belmonte,90,BR,1586659036,77,-7.86,-38.76,71.35,0.78
Aykhal,40,RU,1586659036,63,66.0,111.5,28.4,8.95
Cayenne,86,GF,1586659037,78,4.93,-52.33,78.8,8.41
Yonago,75,JP,1586659037,81,35.43,133.33,46.4,17.22
Cao Bang,100,VN,1586659037,65,22.67,106.25,62.83,4.16
Raniganj,0,IN,1586659037,14,23.62,87.13,92.8,3.91
Altamirano,42,MX,1586658854,45,16.88,-92.15,64.18,1.88
Vaitape,8,PF,1586659038,73,-16.52,-151.75,83.46,13.13
San Marcos,75,US,1586659037,77,33.14,-117.17,62.6,5.82
Kieta,99,PG,1586659038,74,-6.22,155.63,84.07,4.45
Neiafu,40,TO,1586659038,74,-18.65,-173.98,80.6,11.41
Liverpool,88,GB,1586658852,100,53.41,-2.98,50.0,3.36
Pimentel,31,PE,1586659039,79,-6.84,-79.93,72.88,12.84
Benguela,5,AO,1586659039,82,-12.58,13.41,77.29,3.06
Alvorada,97,BR,1586659040,89,-12.48,-49.12,74.39,1.28
Ranong,84,TH,1586659040,59,9.97,98.63,91.4,2.24
Tingi,93,TZ,1586659040,66,-11.3,35.03,63.01,3.38
Ewo,100,CG,1586659040,80,-0.87,14.82,72.64,8.79
Beloha,100,MG,1586659041,73,-25.17,45.05,71.31,6.82
Sisimiut,100,GL,1586659041,81,66.94,-53.67,34.25,7.94
Port-Gentil,99,GA,1586659041,84,-0.72,8.78,79.27,13.6
Bahile,20,PH,1586659041,62,10.0,118.79,89.6,11.41
Polunochnoye,99,RU,1586659042,88,60.87,60.42,33.06,2.55
Saint-Pierre,18,RE,1586659042,73,-21.34,55.48,73.99,3.36
North Platte,75,US,1586659042,66,41.12,-100.77,50.0,17.22
Zeya,89,RU,1586659043,51,53.75,127.27,51.67,2.98
Mbanza-Ngungu,98,CD,1586659043,83,-5.25,14.87,68.67,3.04
Yamada,59,JP,1586659043,47,39.47,141.95,53.42,7.74
Kenai,90,US,1586659043,51,60.55,-151.26,42.8,11.41
